d, 23,   24,   25,   26,   27,   28,   29,   30,   31,   32,   33,   34,   35,   36,   37,   38,   39,   40,   41,   42,   43,   44,   45,   46,   47,   48,   49
a, 1,    1,    1,    0,    3,    3,    6,    0,    6,    4,   11,   10,   14,   12,   96,  886, 1421,   45,  123,  156,  192,  227,  140,   55,  285,   52,   62
w, 1,    2,    3,    0,    9,    6,   16,    0,   20,   16,   39,   32,   58,   50,  318, 5268,12535,  210,  779,  864,  984,  982,  850,  286, 1415,  260,  292
d, 27,   28,   29,   30,   31,   32,   33,   34,   35,   36,   37,   38,   39,   40,   41,   42,   43,   44,   45,   46,   47,   48,   49
a, 1,    2,    3,    1,    2,    1,    2,    2,    7,    3,    7,    9,   11,   11,   20,   30,  147,  437,   49,   64,  583,  179,  511
w, 1,    4,    9,    2,    6,    2,    6,    6,   21,   12,   27,   32,   43,   44,   78,  142,  719, 1770,  241,  326, 2949, 1148, 3407
d, 25,   26,   27,   28,   29,   30,   31,   32,   33,   34,   35,   36,   37,   38,   39,   40,   41,   42,   43,   44,   45,   46,   47,   48,   49
a, 1,    0,    0,    1,    1,    1,    2,    1,    2,    5,    1,    6,    7,    3,   14,   13,   17,   22,   32,   28,   47,   49,  185,   91, 1414
w, 3,    0,    0,    2,    3,    2,    6,    4,    6,   18,    3,   22,   23,   12,   54,   54,   75,   90,  154,  126,  223,  246,  909,  486, 9696
d, 27,   28,   29,   30,   31,   32,   33,   34,   35,   36,   37,   38,   39,   40,   41,   42,   43,   44,   45,   46,   47,   48,   49
a, 1,    2,    1,    0,    3,    0,    2,    1,    2,    1,    1,    3,    8,    5,   12,   15,   16,  425,   23,   37,  240,   45,  290
w, 1,    4,    3,    0,    9,    0,    6,    4,    6,    4,    3,    8,   26,   20,   44,   62,   72, 1702,  117,  178, 1180,  230, 1872
d, 26,   27,   28,   29,   30,   31,   32,   33,   34,   35,   36,   37,   38,   39,   40,   41,   42,   43,   44,   45,   46,   47,   48,   49
a, 1,    0,    0,    0,    0,    0,    1,    1,    1,    0,    1,    1,    1,    2,    3,    7,    9,   10,    6,    8,   10,   21,   20,   25
w, 2,    0,    0,    0,    0,    0,    4,    3,    4,    0,    4,    3,    4,    8,   12,   25,   34,   46,   30,   40,   42,   99,  102,  135
d, 34,   35,   36,   37,   38,   39,   40,   41,   42,   43,   44,   45,   46,   47,   48,   49
a, 1,    0,    0,    7,    4,    2,    5,    2,    5,    4,    3,    6,    7,    4,  713,    8
w, 2,    0,    0,   17,    9,    6,   13,    5,   14,   18,    6,   19,   39,   21, 4248,   39




